bookID,title,author,average_rating,isbn,isbn13,language_code,num_pages,audio_hrs,ratings_count,text_reviews_count,publication_date,publisher,series
6302,The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings,America's Test Kitchen,4.35,1933615095,9781933615097,eng,312,0.0,193,7,2006-09-01,America's Test Kitchen,False
6310,Charlie and the Chocolate Factory (Charlie Bucket  #1),Roald Dahl,4.13,142403881,9780142403884,eng,176,0.0,558799,7239,2005-06-02,Puffin Books,True
6311,Charlie and the Chocolate Factory: A Play,Richard R. George,4.33,140311254,9780140311259,eng,89,0.0,2760,47,1979-09-27,Puffin Books,False
6316,Charlie and the Chocolate Factory (Abridged),Roald Dahl,3.86,142404209,9780142404201,eng,40,0.0,12,2,2005-06-02,Puffin,False
6326,Collected Stories,Roald Dahl,4.39,307264904,9780307264909,eng,850,0.0,346,43,2006-10-17,Alfred A. Knopf,False
6329,Roald Dahl Treasury,Roald Dahl,4.43,067003665X,9780670036653,eng,448,0.0,2143,65,2003-09-15,Viking Juvenile,False
6332,Dirty Beasts,Roald Dahl,4.01,142302279,9780142302279,eng,32,0.0,4075,121,2002-10-14,Puffin Books,False
6334,Never Let Me Go,Kazuo Ishiguro,3.82,1400078776,9781400078776,eng,288,0.0,380646,22957,2010-08-31,Vintage Books,False
6335,Never Let Me Go,Kazuo Ishiguro,3.82,676977111,9780676977110,eng,288,0.0,1177,163,2006-01-31,Vintage Books,False
6339,Never Let Me Go,Kazuo Ishiguro,3.82,1415916292,9781415916292,eng,10,0.0,323,120,2005-04-12,Books on Tape,False
6340,Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad,Eva Brann,4.3,967967570,9780967967578,eng,326,0.0,118,13,2002-09-01,Paul Dry Books,False
6341,Paradoxes of Education in a Republic,Eva Brann,4.28,226071367,9780226071367,eng,178,0.0,29,3,1989-08-15,University of Chicago Press,False
6342,The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,Eva Brann,4.58,1589880080,9781589880085,eng,378,0.0,20,2,2004-03-01,Paul Dry Books,False
6343,Open Secrets / Inward Prospects: Reflections on World and Soul,Eva Brann,4.42,1589880196,9781589880191,eng,435,0.0,10,1,2004-10-01,Paul Dry Books,False
6346,Phaedo,Plato,4.04,941051692,9780941051699,eng,118,0.0,94,12,1998-09-01,Focus,False
6360,Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps,Michael Vitez,4.16,1589880293,9781589880290,eng,144,0.0,31,4,2006-11-01,Paul Dry Books,False
6366,My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers #2),Dixie Cash,3.88,61134236,9780061134234,eng,336,0.0,1226,120,2006-08-29,William Morrow Paperbacks,True
6367,Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1),Dixie Cash,3.81,60595361,9780060595364,eng,384,0.0,1614,167,2004-08-31,Avon,True
6388,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,385504217,9780385504218,eng,522,0.0,2780,334,2003-03-18,Doubleday Publishing (NY),True
6407,Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life,Sylvia Browne,3.98,451206703,9780451206701,eng,208,0.0,37,2,2002-10-01,NAL,False
6414,Mother God: The Feminine Principle to Our Creator,Sylvia Browne,4.05,1401903096,9781401903091,eng,128,0.0,469,30,2004-02-01,Hay House,False
6418,Thanksgiving,Janet Evanovich,3.6,60598808,9780060598808,eng,228,0.0,10637,474,2006-10-31,HarperTorch,False
6419,Plum Lovin' (Stephanie Plum  #12.5),Janet Evanovich,3.72,312306342,9780312306342,eng,164,0.0,47315,1446,2007-01-09,St. Martin's Press,True
6422,Four to Score (Stephanie Plum  #4),Janet Evanovich,4.17,312966970,9780312966973,eng,313,0.0,117541,2502,1999-06-15,St. Martin's Press,True
6424,Seven Up (Stephanie Plum  #7),Janet Evanovich,4.16,312980140,9780312980146,eng,337,0.0,103618,1820,2002-06-17,St. Martin's Press,True
6425,Hard Eight (Stephanie Plum  #8),Janet Evanovich,4.17,312983867,9780312983864,eng,326,0.0,101730,1878,2003-06-16,St. Martin's Press,True
6426,Motor Mouth (Alex Barnaby #2),Janet Evanovich,3.68,60584033,9780060584030,eng,312,0.0,22251,671,2006-10-03,HarperCollins,True
6438,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,David Foster Wallace,4.25,316919896,9780316919890,eng,353,0.0,722,110,1997-02-01,Little  Brown,False
6440,Ivanhoe,Walter Scott,3.75,140436588,9780140436587,eng,541,0.0,73757,1571,2000-03-30,Penguin Books /Penguin Classics,False
6441,Ivanhoe,Marianna Mayer,3.96,1587172488,9781587172489,eng,56,0.0,178,22,2004-10-07,Chronicle Books,False
6459,Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...,Elizabeth L. Fuller,3.73,425132641,9780425132647,eng,244,0.0,30,5,1992-05-01,Berkley,False
6460,George Washington and Benedict Arnold: A Tale of Two Patriots,Dave R. Palmer,4.27,1596980206,9781596980204,eng,424,0.0,242,37,2006-08-01,Regnery History,False
6462,His Excellency: George Washington,Joseph J. Ellis,3.92,1400032539,9781400032532,eng,320,0.0,32978,1112,2005-11-08,Vintage,False
6466,George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),George Washington,4.08,155709103X,9781557091031,eng,30,0.0,835,113,1989-08-01,Applewood Books,False
6475,George Washington's Sacred Fire,Peter A. Lillback,4.18,978605268,9780978605261,eng,1200,0.0,694,63,2011-05-31,Providence Forum Press,False
6480,Waverley,Walter Scott,3.43,192836013,9780192836014,eng,463,0.0,69,8,1998-08-20,Oxford University Press,False
6482,The Antiquary,Walter Scott,3.83,192831879,9780192831873,eng,528,0.0,354,37,2002-05-23,Oxford University Press,False
6483,Rob Roy,Walter Scott,3.7,375760601,9780375760600,eng,576,0.0,26,1,2002-07-09,Modern Library,False
6505,Prozac Nation,Elizabeth Wurtzel,3.59,1573229628,9781573229623,eng,384,0.0,895,78,2002-04-02,Riverhead Books,False
6511,Girl  Interrupted: Screenplay based on the book,James Mangold,4.02,057120211X,9780571202119,eng,167,0.0,253,15,2000-02-21,Faber & Faber,False
6524,How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling,James N. Frey,3.86,312010443,9780312010447,eng,192,0.0,2152,155,1987-12-15,St. Martin's Press,False
6526,Book of the Dead (Kay Scarpetta  #15),Patricia Cornwell,3.65,399153934,9780399153938,eng,511,0.0,23107,1295,2007-11-01,Putnam Adult,True
6527,At Risk (Winston Garano  #1),Patricia Cornwell,3.41,399153624,9780399153624,eng,212,0.0,422,47,2006-05-23,G. P. Putnam's Sons,True
6528,Predator (Kay Scarpetta  #14),Patricia Cornwell,3.68,425210278,9780425210277,eng,453,0.0,23630,842,2006-10-01,Berkley Publishing Group,True
6530,Trace (Kay Scarpetta  #13),Patricia Cornwell,3.78,425204200,9780425204207,eng,401,0.0,25822,729,2005-06-28,Berkley,True
6534,Postmortem (Kay Scarpetta  #1),Patricia Daniels Cornwell,4.02,743477154,9780743477154,eng,342,0.0,193117,2123,2003-12-30,Pocket Books,True
6536,Three Complete Novels: Postmortem / Body Of Evidence / All That Remains (Kay Scarpetta  #1  #2  #3),Patricia Cornwell,4.29,765191121,9780765191120,eng,822,0.0,476,16,1997-10-01,Smithmark Publishers,True
6537,From Potter's Field (Kay Scarpetta  #6),Patricia Cornwell,4.04,425204693,9780425204696,eng,383,0.0,46084,614,2005-08-30,Berkley Books,True
6539,The Body Farm (Kay Scarpetta  #5),Patricia Cornwell,4.05,425201449,9780425201442,eng,351,0.0,57415,920,2004-12-28,Berkley,True
6541,Cause of Death (Kay Scarpetta  #7),Patricia Cornwell,3.93,425213382,9780425213384,eng,356,0.0,38823,625,2007-01-02,Berkley Books,True
6543,At Risk (Winston Garano  #1),Patricia Cornwell,3.41,425214761,9780425214763,eng,289,0.0,10084,598,2007-04-03,Berkley Books,True
6544,The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell,4.16,074325581X,9780743255813,eng,672,0.0,30,2,2003-11-11,Scribner,True
6545,In the Dark of the Night,John Saul,3.88,034548701X,9780345487018,eng,324,0.0,4278,178,2006-07-18,Ballantine Books,False
6546,Perfect Nightmare,John Saul,3.89,345467329,9780345467324,eng,384,0.0,3721,236,2006-04-25,Ballantine Books,False
6549,  said the shotgun to the head.,Saul Williams,4.22,743470796,9780743470797,eng,192,0.0,2762,214,2003-09-01,MTV Books,False
6550,Early Color,Saul Leiter,4.73,3865211399,9783865211392,eng,156,0.0,144,8,2006-01-15,Steidl,False
6551,Herzog,Saul Bellow,3.78,142437298,9780142437292,eng,371,0.0,16550,813,2003-02-25,Penguin Classics,False
6552,Midnight Voices,John Saul,3.75,449006530,9780449006535,eng,384,0.0,2756,142,2003-03-04,Ballantine Books,False
6553,The Manhattan Hunt Club,John Saul,3.98,345490649,9780345490643,eng,384,0.0,4889,221,2006-03-28,Ballantine Books,False
6556,Shadows,John Saul,3.93,553560271,9780553560275,eng,393,0.0,10824,185,1993-05-01,Bantam,False
6557,The Presence,John Saul,3.76,449002411,9780449002414,eng,432,0.0,2699,90,1998-04-29,Ballantine Books,False
6562,Creature,John Saul,3.84,553284118,9780553284119,eng,416,0.0,10047,152,1997-01-01,Bantam,False
6568,Asylum (Blackstone Chronicles  #6),John Saul,4.1,449227944,9780449227947,eng,97,0.0,932,24,1997-06-03,Fawcett,True
6572,Suffer the Children,John Saul,3.91,044018293X,9780440182931,eng,378,0.0,28001,301,1989-07-01,Dell,False
6588,The Big Bad Wolf  (Alex Cross  #9),James Patterson,3.99,446610224,9780446610223,eng,400,0.0,42096,945,2004-10-01,Grand Central Publishing,True
6595,Big Bad Wolf,Linda Jones,3.8,505521792,9780505521798,eng,359,0.0,123,6,1997-02-27,Love Spell,False
6611,Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour,Mark Leyner,3.55,307345971,9780307345974,eng,263,0.0,1166,112,2006-08-01,Three Rivers Press,False
6613,Four Blondes,Candace Bushnell,2.82,080213825X,9780802138255,eng,256,0.0,23409,877,2001-06-08,Grove Press,False
6614,Lipstick Jungle,Candace Bushnell,3.41,786887079,9780786887071,eng,496,0.0,37514,780,2006-08-08,Hachette Books,False
6615,Lipstick Jungle,Candace Bushnell,3.41,786893966,9780786893966,eng,532,0.0,422,48,2007-04-01,Hachette Books,False
6618,The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,Allen Carr,4.3,1402718616,9781402718618,eng,224,0.0,3510,510,2004-09-23,Sterling,False
6619,Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann,4.17,671631985,9780671631987,eng,395,0.0,2207,271,1986-06-15,Touchstone,False
6624,It's Not Easy Being Green: And Other Things to Consider,Jim Henson,4.2,1401302424,9781401302429,eng,197,0.0,1409,168,2005-09-14,Hyperion,False
6625,Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),Sherrilyn Kenyon,4.13,1416510877,9781416510871,eng,352,0.0,12509,340,2006-02-07,Gallery Books,True
6628,The Big Over Easy (Nursery Crime  #1),Jasper Fforde,3.94,143037234,9780143037231,eng,383,0.0,27137,1885,2006-07-25,Penguin,True
6635,The Enneagram Made Easy: Discover the 9 Types of People,Renee Baron,3.82,62510266,9780062510266,eng,161,0.0,1844,171,1994-03-11,HarperSanFrancisco,False
6640,It's Easy Being Green: A Handbook for Earth-Friendly Living,Crissy Trask,3.55,158685772X,9781586857721,eng,168,0.0,330,48,2006-01-23,Gibbs Smith,False
6644,Le Divorce,Diane Johnson,2.88,452284481,9780452284487,eng,320,0.0,3602,295,2003-07-01,Plume,False
6654,Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,4.22,6281141,9780006281146,eng,384,0.0,52,2,1998-10-05,Fount,False
6655,The Divine Comedy,Dante Alighieri,4.07,451208633,9780451208637,eng,895,0.0,3127,205,2003-05-27,NAL,False
6656,The Divine Comedy,Dante Alighieri,4.07,679433139,9780679433132,eng,798,0.0,86527,2004,1995-08-01,Everyman's Library,False
6657,Divine,Karen Kingsbury,4.28,141430935X,9781414309354,eng,355,0.0,9043,424,2007-05-17,Tyndale House Publishers,False
6658,When the Emperor Was Divine,Julie Otsuka,3.73,141009055,9780141009056,eng,160,0.0,180,27,2004-01-12,Penguin,False
6659,Complete Divine (Dungeons & Dragons Edition 3.5),David Noonan,3.64,786932724,9780786932726,eng,191,0.0,803,8,2004-05-01,Wizards of the Coast,False
6660,A Divine Revelation of Hell,Mary K. Baxter,4.18,883682796,9780883682791,eng,208,0.0,1164,154,1993-01-01,Whitaker House,False
6667,Boy: Tales of Childhood (Roald Dahl's Autobiography  #1),Roald Dahl,4.1,141311401,9780141311401,eng,176,0.0,45253,1934,2001-04-05,Puffin Books,True
6668,The Enormous Crocodile,Roald Dahl,3.78,142302457,9780142302453,eng,32,0.0,13986,525,2003-03-24,Puffin,False
6670,The Magic Finger,Roald Dahl,3.68,141311290,9780141311296,eng,67,0.0,23558,1092,2001-04-05,Puffin Books,False
6671,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,037581423X,9780375814235,eng,240,0.0,15116,663,2001-09-11,Knopf Books for Young Readers,False
6677,The Gremlins,Roald Dahl,3.44,1593074964,9781593074968,eng,56,0.0,511,65,2006-09-26,Dark Horse Books,False
6678,Going Solo (Roald Dahl's Autobiography  #2),Roald Dahl,4.08,141311428,9780141311425,eng,209,0.0,17327,992,2001-04-05,Puffin,True
6680,Gumbo Ya-Ya: A Collection of Louisiana Folk Tales,Lyle Saxon,4.04,882896458,9780882896458,eng,640,0.0,307,23,1987-05-31,Pelican Publishing,False
6689,James and the Giant Peach,Roald Dahl,4.01,375814248,9780375814242,eng,146,0.0,328542,4733,2002-09-10,Alfred A. Knopf,False
6690,Danny the Champion of the World,Roald Dahl,4.09,375814256,9780375814259,eng,224,0.0,46753,1672,2002-02-12,Knopf Books for Young Readers,False
6691,My Uncle Oswald,Roald Dahl,3.89,140055770,9780140055771,eng,208,0.0,8170,620,1986-05-01,Penguin (Non-Classics),False
6693,Fantastic Mr. Fox,Roald Dahl,4.05,375822070,9780375822070,eng,96,0.0,83723,2503,2002-06-11,Knopf Books for Young Readers,False
6694,The Giraffe and the Pelly and Me,Roald Dahl,3.82,140568190,9780140568196,eng,32,0.0,17232,713,2001-11-29,Puffin,False
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.13,1577314808,9781577314806,eng,229,0.0,159883,7012,2004-08-19,New World Library,False
6721,Wild Things: Four Tales,Douglas Clegg,3.58,1587671565,9781587671562,eng,97,0.0,67,8,2006-10-01,Cemetery Dance Publications,False
6745,Wild Things (Prowlers Book 1),Christopher Golden,4.03,074344017X,9780743440172,eng,311,0.0,7,0,2003-04-07,Pocket Books,False
6748,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,4.25,316925284,9780316925280,eng,353,0.0,27674,2030,1998-02-02,Back Bay Books,False
6749,Oblivion,David Foster Wallace,4.07,316010766,9780316010764,eng,329,0.0,10633,701,2005-08-30,Back Bay Books,False
6751,Consider the Lobster and Other Essays,David Foster Wallace,4.23,316156116,9780316156110,eng,343,0.0,32876,2406,2005-12-13,Little  Brown and Company,False
6753,Brief Interviews with Hideous Men,David Foster Wallace,3.86,034911188X,9780349111889,eng,273,0.0,18335,1155,2000-04-01,Abacus,False
6763,Diabetes Meal Planning Made Easy,Hope S. Warshaw,3.42,1580402518,9781580402514,eng,301,0.0,33,4,2006-10-15,American Diabetes Association,False
6764,Easy French Reader,R. de Roussy de Sales,3.85,71428488,9780071428484,eng,228,0.0,297,33,2003-09-17,McGraw-Hill Education,False
6781,Algebra the Easy Way,Douglas Downing,4.06,764119729,9780764119729,eng,392,0.0,23,2,2003-01-01,Barrons Educational Series,False
6793,Easy Riders  Raging Bulls,Peter Biskind,4.12,684857081,9780684857084,eng,512,0.0,5305,341,1999-04-04,Simon  Schuster,False
6794,Cloud Atlas,David Mitchell,4.02,340822783,9780340822784,eng,529,0.0,6985,957,2005-02-21,Sceptre,False
6795,The Cloud Atlas,Liam Callanan,3.38,385336950,9780385336956,eng,368,0.0,1748,260,2004-08-01,Dial Press,False
6800,Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,William Camann,3.45,345476638,9780345476630,eng,311,0.0,234,77,2006-01-31,Ballantine Books,False
6810,The McDougall Quick and Easy Cookbook,John A. McDougall,4.01,452276969,9780452276963,eng,336,0.0,308,20,1999-04-01,Plume,False
6815,American Sign Language The Easy Way,David A. Stewart,3.75,764134280,9780764134289,eng,480,0.0,34,6,2006-11-01,Barrons Educational Series,False
6819,Ghostwritten,David Mitchell,4.05,375724508,9780375724503,eng,426,0.0,20880,1728,2001-10-09,Vintage,False
6823,Romeo & Juliet,William Shakespeare,3.74,748702555,9780748702558,eng,288,0.0,179,4,1993-01-01,Nelson Thornes Ltd,False
6838,Easy Prey (Lucas Davenport  #11),John Sandford,4.08,743484185,9780743484183,eng,480,0.0,11676,341,2004-06-01,Simon & Schuster,True
6851,Mayada  Daughter of Iraq: One Woman's Survival Under Saddam Hussein,Jean Sasson,4.0,451212924,9780451212924,eng,368,0.0,4208,298,2004-09-07,Berkley Books,False
6854,Three to Get Deadly (Stephanie Plum  #3),Janet Evanovich,4.15,312966091,9780312966096,eng,321,0.0,125114,2883,1998-07-15,St. Martin's Press,True
6855,Smitten (Elsie Hawkins #2),Janet Evanovich,3.67,60598875,9780060598877,eng,234,0.0,11968,387,2006-07-25,HarperTorch,True
6856,Manhunt,Janet Evanovich,3.7,60598824,9780060598822,eng,219,0.0,12152,449,2005-11-29,HarperTorch,False
6857,Three Plums In One (Stephanie Plum  #1-3),Janet Evanovich,4.31,743216393,9780743216395,eng,1016,0.0,2983,168,2001-04-26,Scribner,True
6858,Hot Six (Stephanie Plum  #6),Janet Evanovich,4.19,312976275,9780312976279,eng,336,0.0,108961,2082,2001-06-15,St. Martin's Paperbacks,True
6862,Amsterdam,Ian McEwan,3.43,385494246,9780385494243,eng,208,0.0,35998,2445,1999-11-02,Anchor Books/Knopf Doubleday Publishing Group,False
6866,Fodor's Amsterdam (Fodor's Gold Guides),Fodor's Travel Publications Inc.,3.43,1400016088,9781400016082,eng,288,0.0,6,0,2004-04-06,Fodor's,False
6869,The Child in Time,Ian McEwan,3.58,385497520,9780385497527,eng,263,0.0,8285,543,1999-11-02,Anchor,False
6870,Enduring Love,Ian McEwan,3.63,99481243,9780099481249,eng,245,0.0,30776,1515,2004-10-28,Vintage,False
6871,Black Dogs,Ian McEwan,3.44,385494327,9780385494328,eng,149,0.0,7938,490,1998-12-29,Anchor,False
6872,The Comfort of Strangers,Ian McEwan,3.41,679749845,9780679749844,eng,128,0.0,11116,836,1994-11-01,Anchor,False
6876,And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night,Barbara Bretton,3.57,373836937,9780373836932,eng,279,0.0,7,1,2006-02-07,Harlequin Anthologies,False
6899,Tuesdays with Morrie,Mitch Albom,4.1,307275639,9780307275639,eng,192,0.0,5541,498,2007-06-29,Anchor Books,False
6903,My Sister's Keeper,Mavis Applewater,3.86,097441218X,9780974412184,eng,252,0.0,89,2,2004-03-09,Limitless Corporation,False
6904,My Sister's Keeper (Gillian Adams  #2),Nora Kelly,3.7,1890208280,9781890208288,eng,228,0.0,22,2,2000-02-01,Poisoned Pen Press,True
6905,Their Sisters' Keepers: Women's Prison Reform in America  1830-1930,Estelle B. Freedman,4.27,472080520,9780472080526,eng,272,0.0,22,2,1984-04-04,University of Michigan Press,False
6919,Baby's Alphabet,Jean Marzollo,3.75,761316434,9780761316435,eng,32,0.0,4,0,2002-08-01,Roaring Brook Press,False
6925,Welcome to the Monkey House,Kurt Vonnegut Jr.,4.15,60898712,9780060898717,eng,9,0.0,61,11,2006-05-23,Caedmon,False
6932,What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,3.7,1580087949,9781580087940,eng,382,0.0,4171,161,2006-09-01,Ten Speed Press,False
6937,You Can Have What You Want: Proven Strategies for Inner and Outer Success,Michael Neill,4.14,1401911838,9781401911836,eng,240,0.0,21,1,2006-10-15,Hay House,False
6952,Like Water for Chocolate,Laura Esquivel,3.95,552995878,9780552995870,eng,222,0.0,283199,4997,1993-09-16,Black Swan,False
6956,The Radicalism of the American Revolution,Gordon S. Wood,4.06,679736883,9780679736882,eng,447,0.0,4246,195,1993-03-02,Vintage,False
6969,Emma,Jane Austen,4.0,141439580,9780141439587,eng,474,0.0,549271,11117,2003-05-06,Penguin Books,False
6970,Prince of Ice (Tale of the Demon World  #3),Emma Holly,3.99,425212599,9780425212592,eng,294,0.0,1335,59,2006-11-07,Berkley Sensation,True
6971,Emma Lazarus,Esther Schor,3.88,805242163,9780805242164,eng,368,0.0,30,7,2006-09-05,Schocken,False
6974,Strange Attractions,Emma Holly,3.68,425205037,9780425205037,eng,312,0.0,1221,66,2005-11-01,Berkley Books,False
6976,The Mermaid Chair,Sue Monk Kidd,3.13,143036696,9780143036692,eng,368,0.0,68363,5816,2006-03-07,Penguin Books,False
6980,The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,Sue Monk Kidd,3.95,61144908,9780061144905,eng,253,0.0,572,70,1996-12-26,HarperOne,False
6981,When the Heart Waits: Spiritual Direction for Life's Sacred Questions,Sue Monk Kidd,4.13,61144894,9780061144899,eng,240,0.0,2366,231,2016-10-11,HarperOne,False
6984,With Open Hands,Henri J.M. Nouwen,4.3,1594710643,9781594710643,eng,125,0.0,782,76,2006-04-01,Ave Maria Press,False
6987,Saxons  Vikings  and Celts: The Genetic Roots of Britain and Ireland,Bryan Sykes,3.86,393062686,9780393062687,eng,320,0.0,1033,171,2006-12-17,W. W. Norton  Company,False
6988,Yeah  I Said It,Wanda Sykes,3.71,743482719,9780743482714,eng,247,0.0,458,66,2005-09-13,Atria Books,False
6992,The Seven Daughters Of Eve,Bryan Sykes,3.98,552152188,9780552152181,eng,368,0.0,153,14,2002-07-01,Corgi,False
6994,Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read  Write or Add,Charles J. Sykes,3.71,312148232,9780312148232,eng,352,0.0,169,29,1996-09-15,St. Martin's Griffin,False
7003,If I Don't Write It Nobody Else Will: An Autobiography,Eric Sykes,3.88,7177844,9780007177844,eng,512,0.0,25,2,2006-05-01,Fourth Estate,False
7006,Hamlet,William Shakespeare,4.02,1411400429,9781411400429,eng,352,0.0,9,2,2003-07-03,SparkNotes,False
7007,William Shakespeare's A Midsummer Night's Dream (Cliffs Complete),CliffsNotes,3.89,764587250,9780764587252,eng,192,0.0,38,3,2001-04-29,Cliffs Notes,False
7009,A Midsummer Night's Dream,William Shakespeare,3.94,451526961,9780451526960,eng,162,0.0,2167,101,1998-05-01,Signet Book,False
7011,A Midsummer Night's Dream,William Shakespeare,3.94,198321503,9780198321507,eng,102,0.0,126,7,2005-07-28,Oxford University Press  USA,False
7015,A Midsummer Night's Dream,William Shakespeare,3.94,198320213,9780198320210,eng,99,0.0,14,3,2002-08-15,Oxford University Press  USA,False
7023,The Burning (Guardians of Ga'Hoole  #6),Kathryn Lasky,4.08,439405629,9780439405621,eng,224,0.0,9175,157,2004-11-01,Scholastic Paperbacks,True
7027,The Siege (Guardians of Ga'Hoole  #4),Kathryn Lasky,4.1,439405602,9780439405607,eng,203,0.0,9256,196,2004-05-01,Scholastic  Inc.,True
7034,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith,4.08,140007570X,9781400075706,eng,256,0.0,1070,73,2006-03-14,Anchor,True
7035,Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),Alexander McCall Smith,3.98,1400031362,9781400031368,eng,227,0.0,33028,1493,2002-11-12,Random House Anchor,True
7037,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith,4.08,1419311743,9781419311741,eng,10,0.0,133,23,2005-03-02,Recorded Books  Inc.,True
7041,The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5),Alexander McCall Smith,4.02,375422188,9780375422188,eng,198,0.0,480,28,2004-04-20,Pantheon Books,True
7045,The Tale of Genji,Murasaki Shikibu,3.72,394735307,9780394735306,eng,1090,0.0,317,55,1978-07-12,Alfred A. Knopf,False
7048,The Tale of Genji,Yoshitaka Amano,4.05,1595820639,9781595820631,eng,81,0.0,475,37,2006-08-08,Dark Horse Books,False
7050,The Tale of Genji: Scenes from the World's First Novel (Illustrated Japanese Classics),Murasaki Shikibu,3.74,4770027729,9784770027726,eng,238,0.0,46,5,2001-10-26,Kodansha America,False
7052,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7),Alexander McCall Smith,4.06,375422722,9780375422720,eng,227,0.0,386,37,2006-04-18,Pantheon,True
7053,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6),Alexander McCall Smith,4.08,375422714,9780375422713,eng,233,0.0,22026,912,2005-04-19,Pantheon,True
7058,The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8),Alexander McCall Smith,4.07,375422730,9780375422737,eng,213,0.0,20290,974,2007-04-17,Pantheon Books,True
7061,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,3.78,1400034779,9781400034772,eng,235,0.0,208669,9489,2003-02-06,Anchor Books,True
7062,Paris to the Moon,Adam Gopnik,3.76,375758232,9780375758232,eng,368,0.0,12356,941,2001-09-11,Random House Trade Paperbacks,False
7064,The Belly of Paris (Les Rougon-Macquart  #3),Émile Zola,3.91,1557130663,9781557130662,eng,397,0.0,8,1,1995-12-01,Sun and Moon Press,True
7071,My Movie Business: A Memoir,John Irving,3.34,345441303,9780345441300,eng,222,0.0,1113,60,2000-10-10,Ballantine Books,False
7076,Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage,John Irving,3.83,517146541,9780517146545,eng,718,0.0,304,8,1995-05-21,Wings,False
7078,The Headmaster's Papers,Richard A. Hawley,3.99,839731949,9780839731948,eng,240,0.0,11,4,2002-09-01,Paul S. Eriksson,False
7086,Blade Runner,Philip K. Dick,4.08,345323882,9780345323880,eng,216,0.0,49,5,1987-07-12,Del Rey,False
7089,The Android (Animorphs  #10),K.A. Applegate,3.77,590997300,9780590997300,eng,170,0.0,3856,119,1997-09-01,Scholastic  Inc.,True
7090,The Soul of a New Machine,Tracy Kidder,4.11,316491977,9780316491976,eng,293,0.0,5480,438,2000-06-01,Back Bay Books,False
7092,No Better Place to Die: The Battle Of Stones River,Peter Cozzens,4.17,252062299,9780252062292,eng,282,0.0,273,21,1991-07-01,University of Illinois Press,False
7093,Never Call Retreat,Bruce Catton,4.33,1842122916,9781842122914,eng,558,0.0,1552,33,2001-12-31,Phoenix Press (UK),False
7101,The 42nd Parallel (U.S.A.  #1),John Dos Passos,3.82,618056815,9780618056811,eng,326,0.0,5290,321,2000-05-25,Mariner Books,True
7102,U.S.A.: 42e Parallèle/L'An premier du siècle/La Grosse galette,John Dos Passos,4.1,2070766039,9782070766031,eng,1344,0.0,9,1,2002-09-04,Gallimard,False
7103,The Big Money (U.S.A.  #3),John Dos Passos,4.03,618056831,9780618056835,eng,464,0.0,2090,123,2000-05-25,Mariner Books,True
7104,1919 (U.S.A.  #2),John Dos Passos,4.0,618056823,9780618056828,eng,400,0.0,2185,137,2000-05-25,Mariner Books,True
7113,The King in the Window,Adam Gopnik,3.6,786838949,9780786838943,eng,410,0.0,805,108,2006-10-15,Miramax Books,False
